Date,Price ($),30Ravg ($),AIL Demand (MW)
01/06/2017 13,22.49,25.42,10910
01/06/2017 14,19.65,25.41,10843
01/06/2017 15,19.44,25.4,10760
01/06/2017 16,20.54,25.37,10895
01/06/2017 17,22.69,25.35,11035
01/06/2017 18,27.77,25.34,11305
01/06/2017 19,26.77,25.33,11153
01/06/2017 20,27.77,25.31,11014
01/06/2017 21,27.96,25.3,10923
01/06/2017 22,22.5,25.28,10702
01/06/2017 23,19.39,25.27,10389
01/06/2017 24,18.69,25.26,10121
01/07/2017 01,19.06,25.25,9907
01/07/2017 02,18.36,25.24,9711
01/07/2017 03,18.11,25.23,9631
01/07/2017 04,18.11,25.23,9620
01/07/2017 05,18.55,25.22,9637
01/07/2017 06,19.07,25.21,9715
01/07/2017 07,19.92,25.2,9873
01/07/2017 08,24.47,25.19,10105
01/07/2017 09,33.77,25.19,10352
01/07/2017 10,32.69,25.18,10456
01/07/2017 11,35.8,25.17,10572
01/07/2017 12,39.56,25.18,10641
01/07/2017 13,40,25.19,10664
01/07/2017 14,40,25.21,10639
01/07/2017 15,38.28,25.22,10599
01/07/2017 16,31.38,25.22,10603
01/07/2017 17,33.37,25.23,10834
01/07/2017 18,48.96,25.25,11145
01/07/2017 19,36.9,25.26,11068
01/07/2017 20,28.51,25.25,10947
01/07/2017 21,28.18,25.23,10879
01/07/2017 22,31.73,25.22,10654
01/07/2017 23,31.72,25.22,10397
01/07/2017 24,27.77,25.22,10126
01/08/2017 01,24.06,25.22,9885
01/08/2017 02,21.67,25.22,9771
01/08/2017 03,19.83,25.21,9693
01/08/2017 04,19.35,25.21,9624
01/08/2017 05,19.15,25.21,9602
01/08/2017 06,19.02,25.2,9608
01/08/2017 07,19.07,25.18,9720
01/08/2017 08,19.08,25.16,9900
01/08/2017 09,20.08,25.12,10106
01/08/2017 10,21.12,25.09,10231
01/08/2017 11,24.24,25.07,10354
01/08/2017 12,27.55,25.05,10426
01/08/2017 13,30.25,25.03,10482
01/08/2017 14,27.77,25.02,10468
01/08/2017 15,27.77,25,10522
01/08/2017 16,27.55,24.99,10610
01/08/2017 17,28.07,24.96,10919
01/08/2017 18,47.99,24.97,11288
01/08/2017 19,36.58,24.98,11164
01/08/2017 20,37.37,24.99,11032
01/08/2017 21,34.02,24.96,10870
01/08/2017 22,26.99,24.94,10679
01/08/2017 23,20.46,24.91,10365
01/08/2017 24,19.07,24.88,10009
01/09/2017 01,18.5,24.85,9763
01/09/2017 02,18.11,24.83,9631
01/09/2017 03,18.29,24.8,9581
01/09/2017 04,18.74,24.79,9560
01/09/2017 05,18.74,24.76,9607
01/09/2017 06,18.65,24.74,9774
01/09/2017 07,27.64,24.72,10258
01/09/2017 08,35.15,24.73,10774
01/09/2017 09,35.03,24.73,10924
01/09/2017 10,34.7,24.7,10926
01/09/2017 11,34.7,24.67,10986
01/09/2017 12,34.55,24.64,11026
01/09/2017 13,28.07,24.61,11000
01/09/2017 14,27.77,24.58,11011
01/09/2017 15,27.77,24.55,10991
01/09/2017 16,27.74,24.54,11038
01/09/2017 17,27.13,24.52,11210
01/09/2017 18,27.77,24.5,11432
01/09/2017 19,27.77,24.48,11344
01/09/2017 20,27.77,24.47,11265
01/09/2017 21,27.77,24.45,11153
01/09/2017 22,23.01,24.42,10871
01/09/2017 23,19.2,24.39,10536
01/09/2017 24,19.06,24.37,10176
01/10/2017 01,19.87,24.34,9982
01/10/2017 02,18.73,24.32,9823
01/10/2017 03,18.5,24.31,9751
01/10/2017 04,18.79,24.31,9746
01/10/2017 05,20.21,24.3,9843
01/10/2017 06,20.42,24.3,10063
01/10/2017 07,24.44,24.28,10466
01/10/2017 08,33.02,24.29,10947
01/10/2017 09,36.55,24.3,11137
01/10/2017 10,32.12,24.31,11032
01/10/2017 11,30.67,24.3,11100
01/10/2017 12,27.4,24.29,11131
01/10/2017 13,22.44,24.26,11060
01/10/2017 14,21.14,24.23,11059
01/10/2017 15,20.49,24.2,11010
01/10/2017 16,20.07,24.18,10979
01/10/2017 17,20.28,24.14,11150
01/10/2017 18,23.92,24.11,11400
01/10/2017 19,27.99,23.99,11334
01/10/2017 20,29.63,23.86,11258
01/10/2017 21,31.1,23.83,11154
01/10/2017 22,29.06,23.81,10907
01/10/2017 23,20.96,23.79,10493
01/10/2017 24,20.29,23.78,10129
01/11/2017 01,18.79,23.76,9967
01/11/2017 02,18.59,23.76,9836
01/11/2017 03,18.5,23.75,9731
01/11/2017 04,18.5,23.75,9719
01/11/2017 05,18.5,23.74,9770
01/11/2017 06,18.5,23.71,9935
01/11/2017 07,20,23.69,10348
01/11/2017 08,22.67,23.66,10877
01/11/2017 09,24.54,23.63,11003
01/11/2017 10,20.69,23.6,10916
01/11/2017 11,20.42,23.57,10893
01/11/2017 12,19.59,23.54,10847
01/11/2017 13,20.42,23.51,10725
01/11/2017 14,19.79,23.48,10700
01/11/2017 15,20.42,23.44,10729
01/11/2017 16,20.22,23.4,10713
01/11/2017 17,20.42,23.36,10900
01/11/2017 18,20.78,23.34,11277
01/11/2017 19,20.53,23.34,11237
01/11/2017 20,20.42,23.33,11169
01/11/2017 21,22.58,23.33,11033
01/11/2017 22,22.8,23.32,10789
01/11/2017 23,20.42,23.31,10408
01/11/2017 24,20.42,23.3,10036
01/12/2017 01,19.43,23.3,9789
01/12/2017 02,18.63,23.3,9673
01/12/2017 03,18.5,23.3,9555
01/12/2017 04,18.5,23.31,9516
01/12/2017 05,18.43,23.31,9561
01/12/2017 06,18.39,23.31,9689
01/12/2017 07,20.28,23.31,10128
01/12/2017 08,20.83,23.3,10680
01/12/2017 09,23.04,23.29,10870
01/12/2017 10,20.2,23.28,10861
01/12/2017 11,20.42,23.28,10892
01/12/2017 12,19.89,23.28,10902
01/12/2017 13,18.77,23.27,10792
01/12/2017 14,18.6,23.26,10775
01/12/2017 15,19.6,23.26,10784
01/12/2017 16,19.51,23.25,10765
01/12/2017 17,19.71,23.24,10879
01/12/2017 18,20.43,23.23,11210
01/12/2017 19,20.42,23.21,11113
01/12/2017 20,20.42,23.2,10997
01/12/2017 21,20.45,23.19,10849
01/12/2017 22,20.07,23.18,10632
01/12/2017 23,18.46,23.18,10209
01/12/2017 24,18.39,23.17,9863
01/13/2017 01,18.39,23.17,9719
01/13/2017 02,18.39,23.17,9568
01/13/2017 03,18.39,23.18,9478
01/13/2017 04,18.39,23.18,9461
01/13/2017 05,18.45,23.17,9499
01/13/2017 06,18.56,23.16,9649
01/13/2017 07,20.98,23.15,10072
01/13/2017 08,33.05,23.14,10603
01/13/2017 09,37.35,23.12,10780
01/13/2017 10,35.11,23.12,10739
01/13/2017 11,27.4,23.09,10581
01/13/2017 12,26.31,23.09,10517
01/13/2017 13,23.65,23.08,10439
01/13/2017 14,22.67,23.08,10436
01/13/2017 15,23.43,23.07,10442
01/13/2017 16,25.49,23.06,10379
01/13/2017 17,25.42,23.05,10549
01/13/2017 18,27.77,23.02,10885
01/13/2017 19,27.77,23,10807
01/13/2017 20,27.77,23,10680
01/13/2017 21,27.77,22.99,10559
01/13/2017 22,27.33,22.97,10331
01/13/2017 23,21.48,22.95,10040
01/13/2017 24,19.71,22.93,9739
01/14/2017 01,18.55,22.92,9481
01/14/2017 02,18.45,22.9,9340
01/14/2017 03,18.39,22.89,9247
01/14/2017 04,18.39,22.87,9230
01/14/2017 05,18.39,22.86,9216
01/14/2017 06,18.42,22.84,9274
01/14/2017 07,18.5,22.82,9417
01/14/2017 08,19.09,22.8,9667
01/14/2017 09,21.61,22.78,9831
01/14/2017 10,26.37,22.75,9891
01/14/2017 11,25.87,22.73,9950
01/14/2017 12,24.23,22.71,9987
01/14/2017 13,22.77,22.7,9951
01/14/2017 14,22.3,22.67,9844
01/14/2017 15,20.75,22.66,9795
01/14/2017 16,21.08,22.64,9800
01/14/2017 17,26,22.62,10020
01/14/2017 18,30.68,22.61,10411
01/14/2017 19,27.75,22.6,10328
01/14/2017 20,22.49,22.58,10133
01/14/2017 21,21.4,22.55,10028
01/14/2017 22,20.42,22.51,9909
01/14/2017 23,19.51,22.49,9647
01/14/2017 24,19.7,22.47,9356
01/15/2017 01,19,22.45,9159
01/15/2017 02,18.5,22.43,8989
01/15/2017 03,18.42,22.42,8908
01/15/2017 04,18.39,22.42,8917
01/15/2017 05,18.39,22.41,8824
01/15/2017 06,18.34,22.4,8777
01/15/2017 07,18.38,22.38,8896
01/15/2017 08,18.77,22.35,9144
01/15/2017 09,19.43,22.3,9350
01/15/2017 10,19.35,22.27,9459
01/15/2017 11,20.21,22.24,9597
01/15/2017 12,20.3,22.22,9630
01/15/2017 13,20.43,22.2,9611
01/15/2017 14,21.6,22.17,9523
01/15/2017 15,20.83,22.14,9479
01/15/2017 16,21.15,22.13,9538
01/15/2017 17,31.57,22.13,9800
01/15/2017 18,45.85,22.14,10271
01/15/2017 19,43.63,22.16,10285
01/15/2017 20,38.44,22.17,10209
01/15/2017 21,41.82,22.18,10130
01/15/2017 22,36.77,22.17,9941
01/15/2017 23,28.97,22.16,9609
01/15/2017 24,26.47,22.15,9339
01/16/2017 01,20.38,22.14,9110
01/16/2017 02,18.66,22.14,8982
01/16/2017 03,18.5,22.13,8898
01/16/2017 04,18.5,22.13,8883
01/16/2017 05,18.5,22.14,8927
01/16/2017 06,19.06,22.14,9104
01/16/2017 07,22.53,22.15,9561
01/16/2017 08,40.21,22.18,10174
01/16/2017 09,37.44,22.19,10307
01/16/2017 10,32.66,22.19,10305
01/16/2017 11,27.77,22.19,10342
01/16/2017 12,27.75,22.2,10357
01/16/2017 13,27.77,22.21,10359
01/16/2017 14,27.77,22.22,10322
01/16/2017 15,28.46,22.23,10204
01/16/2017 16,28.42,22.24,10204
01/16/2017 17,25.05,22.24,10409
01/16/2017 18,28.72,22.25,10785
01/16/2017 19,24.56,22.25,10641
01/16/2017 20,22.87,22.26,10456
01/16/2017 21,22.75,22.26,10315
01/16/2017 22,20.44,22.26,10068
01/16/2017 23,18.76,22.26,9653
01/16/2017 24,18.52,22.26,9333
01/17/2017 01,18.47,22.26,9091
01/17/2017 02,18.46,22.27,8921
01/17/2017 03,18.39,22.27,8808
01/17/2017 04,18.39,22.28,8781
01/17/2017 05,18.2,22.28,8784
01/17/2017 06,18.38,22.29,8940
01/17/2017 07,19.1,22.29,9364
01/17/2017 08,20.68,22.3,9918
01/17/2017 09,26.02,22.32,10091
01/17/2017 10,21.06,22.32,10024
01/17/2017 11,20.92,22.33,10031
01/17/2017 12,20.44,22.33,10015
01/17/2017 13,20.84,22.33,10000
01/17/2017 14,21.14,22.33,9992
01/17/2017 15,20.43,22.33,10003
01/17/2017 16,20.79,22.34,10077
01/17/2017 17,20.84,22.34,10251
01/17/2017 18,26.14,22.35,10596
01/17/2017 19,24.65,22.35,10487
01/17/2017 20,23.75,22.36,10327
01/17/2017 21,22.74,22.36,10149
01/17/2017 22,21.52,22.35,9853
01/17/2017 23,19.61,22.35,9511
01/17/2017 24,18.37,22.36,9165
01/18/2017 01,18.38,22.36,9001
01/18/2017 02,18.28,22.37,8892
01/18/2017 03,18.28,22.37,8801
01/18/2017 04,18.28,22.37,8762
01/18/2017 05,18.28,22.38,8811
01/18/2017 06,18.3,22.38,9035
01/18/2017 07,18.37,22.38,9473
01/18/2017 08,20.4,22.38,9972
01/18/2017 09,21.26,22.38,10143
01/18/2017 10,20.04,22.38,10072
01/18/2017 11,20.34,22.38,10007
01/18/2017 12,18.49,22.37,10019
01/18/2017 13,18.5,22.37,10012
01/18/2017 14,18.46,22.37,9999
01/18/2017 15,18.45,22.37,10020
01/18/2017 16,18.5,22.36,10034
01/18/2017 17,19.75,22.36,10292
01/18/2017 18,20.45,22.33,10666
01/18/2017 19,20.4,22.33,10556
01/18/2017 20,20.38,22.33,10367
01/18/2017 21,18.83,22.32,10213
01/18/2017 22,19.43,22.32,9955
01/18/2017 23,18.41,22.32,9589
01/18/2017 24,18.39,22.33,9252
01/19/2017 01,18.37,22.33,9042
01/19/2017 02,15.55,22.33,8932
01/19/2017 03,17.18,22.33,8846
01/19/2017 04,18.28,22.34,8801
01/19/2017 05,18.28,22.34,8863
01/19/2017 06,18.05,22.35,9013
01/19/2017 07,19.32,22.35,9550
01/19/2017 08,35.24,22.36,10128
01/19/2017 09,43.79,22.37,10303
01/19/2017 10,42.66,22.39,10276
01/19/2017 11,37.97,22.41,10255
01/19/2017 12,32.46,22.43,10271
01/19/2017 13,18.95,22.43,10239
01/19/2017 14,18.55,22.42,10237
01/19/2017 15,18.59,22.42,10226
01/19/2017 16,18.91,22.43,10260
01/19/2017 17,20.42,22.43,10427
01/19/2017 18,31.55,22.45,10751
01/19/2017 19,22.63,22.46,10660
01/19/2017 20,20.01,22.46,10467
01/19/2017 21,18.51,22.47,10273
01/19/2017 22,18.37,22.47,9988
01/19/2017 23,15.41,22.47,9621
01/19/2017 24,15.41,22.47,9364
01/20/2017 01,15.41,22.47,9172
01/20/2017 02,15.41,22.47,8995
01/20/2017 03,15.41,22.47,8922
01/20/2017 04,15.41,22.47,8940
01/20/2017 05,15.41,22.47,8982
01/20/2017 06,16.59,22.47,9238
01/20/2017 07,18.58,22.48,9718
01/20/2017 08,20.67,22.49,10235
01/20/2017 09,26.36,22.5,10407
01/20/2017 10,34.33,22.53,10362
01/20/2017 11,34.99,22.56,10249
01/20/2017 12,34.8,22.58,10194
01/20/2017 13,33.75,22.61,10107
01/20/2017 14,36.1,22.64,10074
01/20/2017 15,36.05,22.66,9992
01/20/2017 16,34.93,22.69,9982
01/20/2017 17,33.76,22.7,10054
01/20/2017 18,29.92,22.7,10403
01/20/2017 19,33.7,22.69,10417
01/20/2017 20,30.34,22.69,10299
01/20/2017 21,27.77,22.69,10194
01/20/2017 22,27.6,22.7,10023
01/20/2017 23,23.08,22.71,9679
01/20/2017 24,19.83,22.71,9410
01/21/2017 01,19.11,22.72,9225
01/21/2017 02,19.01,22.72,9091
01/21/2017 03,18.63,22.73,9043
01/21/2017 04,18.63,22.73,9044
01/21/2017 05,18.63,22.74,9062
01/21/2017 06,19.11,22.74,9137
01/21/2017 07,20.27,22.75,9383
01/21/2017 08,21.22,22.76,9672
01/21/2017 09,27.12,22.77,9896
01/21/2017 10,27.77,22.79,10037
01/21/2017 11,28,22.8,10124
01/21/2017 12,32.53,22.82,10105
01/21/2017 13,27.77,22.83,10063
01/21/2017 14,25.72,22.84,10009
01/21/2017 15,22.44,22.85,9983
01/21/2017 16,22.49,22.85,10049
01/21/2017 17,27.51,22.86,10231
01/21/2017 18,41.15,22.89,10603
01/21/2017 19,39.27,22.91,10614
01/21/2017 20,34.81,22.94,10491
01/21/2017 21,28.71,22.96,10355
01/21/2017 22,27.55,22.97,10162
01/21/2017 23,23.09,22.98,9946
01/21/2017 24,20.54,22.99,9702
01/22/2017 01,18.92,23,9475
01/22/2017 02,18.46,23,9324
01/22/2017 03,18.39,23,9221
01/22/2017 04,18.39,23.01,9153
01/22/2017 05,18.39,23.01,9153
01/22/2017 06,18.43,23,9246
01/22/2017 07,18.5,23,9357
01/22/2017 08,20.13,23,9592
01/22/2017 09,20.43,22.99,9842
01/22/2017 10,20.5,22.97,10001
01/22/2017 11,25.93,22.96,10143
01/22/2017 12,27.64,22.95,10231
01/22/2017 13,32.77,22.96,10310
01/22/2017 14,27.77,22.96,10297
01/22/2017 15,27.77,22.97,10292
01/22/2017 16,33.41,22.98,10339
01/22/2017 17,34.49,23,10562
01/22/2017 18,35.36,23,10855
01/22/2017 19,35.09,23.01,10822
01/22/2017 20,32.07,23.02,10679
01/22/2017 21,27.77,23.03,10508
01/22/2017 22,27.77,23.04,10250
01/22/2017 23,20.49,23.04,9858
01/22/2017 24,19.27,23.04,9534
01/23/2017 01,18.51,23.04,9312
01/23/2017 02,18.39,23.04,9173
01/23/2017 03,18.39,23.05,9125
01/23/2017 04,18.39,23.05,9180
01/23/2017 05,18.39,23.06,9279
01/23/2017 06,19.23,23.06,9487
01/23/2017 07,22.71,23.07,10003
01/23/2017 08,34.53,23.1,10570
01/23/2017 09,37.66,23.12,10713
01/23/2017 10,34.86,23.14,10704
01/23/2017 11,35.01,23.16,10748
01/23/2017 12,35.01,23.18,10808
01/23/2017 13,35.53,23.2,10806
01/23/2017 14,35.53,23.21,10825
01/23/2017 15,35.25,23.23,10736
01/23/2017 16,31.4,23.25,10795
01/23/2017 17,27.77,23.24,10939
01/23/2017 18,30.66,23.24,11182
01/23/2017 19,29.41,23.24,11079
01/23/2017 20,27.77,23.24,10904
01/23/2017 21,27.77,23.25,10738
01/23/2017 22,26.92,23.25,10490
01/23/2017 23,20.66,23.25,10102
01/23/2017 24,18.92,23.21,9717
01/24/2017 01,18.74,23.2,9507
01/24/2017 02,18.47,23.19,9374
01/24/2017 03,18.39,23.19,9238
01/24/2017 04,18.49,23.18,9232
01/24/2017 05,18.6,23.17,9292
01/24/2017 06,20.42,23.15,9521
01/24/2017 07,30.88,23.16,10042
01/24/2017 08,37.55,23.18,10554
01/24/2017 09,46.27,23.22,10701
01/24/2017 10,42.4,23.24,10649
01/24/2017 11,35.68,23.26,10657
01/24/2017 12,33.55,23.27,10662
01/24/2017 13,29.16,23.27,10617
01/24/2017 14,27.69,23.27,10514
01/24/2017 15,24.43,23.26,10400
01/24/2017 16,23.14,23.25,10448
01/24/2017 17,26.59,23.23,10674
01/24/2017 18,39.77,23.24,11025
01/24/2017 19,36.62,23.25,10912
01/24/2017 20,35.65,23.27,10787
01/24/2017 21,35.48,23.28,10437
01/24/2017 22,33.17,23.28,10211
01/24/2017 23,20.9,23.25,9897
01/24/2017 24,19.82,23.23,9572
01/25/2017 01,19.44,23.21,9408
01/25/2017 02,19.05,23.2,9318
01/25/2017 03,19.49,23.21,9280
01/25/2017 04,19.32,23.21,9277
01/25/2017 05,19.78,23.22,9344
01/25/2017 06,20.42,23.22,9546
01/25/2017 07,24.95,23.23,9980
01/25/2017 08,44.89,23.26,10499
01/25/2017 09,39.5,23.29,10626
01/25/2017 10,25.56,23.29,10601
01/25/2017 11,24.75,23.3,10587
01/25/2017 12,27.97,23.31,10547
01/25/2017 13,30.39,23.32,10428
01/25/2017 14,25.84,23.33,10389
01/25/2017 15,23.98,23.34,10333
01/25/2017 16,22.18,23.35,10291
01/25/2017 17,24.54,23.36,10370
01/25/2017 18,31.56,23.37,10731
01/25/2017 19,33.98,23.39,10710
01/25/2017 20,46.82,23.43,10584
01/25/2017 21,33.38,23.45,10448
01/25/2017 22,25.42,23.46,10229
01/25/2017 23,24.57,23.48,9909
01/25/2017 24,20.42,23.48,9549
01/26/2017 01,19.33,23.49,9371
01/26/2017 02,18.44,23.49,9208
01/26/2017 03,18.39,23.5,9131
01/26/2017 04,18.39,23.5,9104
01/26/2017 05,18.39,23.51,9155
01/26/2017 06,19.17,23.51,9339
01/26/2017 07,21.27,23.52,9763
01/26/2017 08,21.73,23.53,10271
01/26/2017 09,27.04,23.55,10409
01/26/2017 10,21.78,23.56,10361
01/26/2017 11,24.82,23.57,10369
01/26/2017 12,27.77,23.59,10333
01/26/2017 13,27.24,23.6,10187
01/26/2017 14,27.77,23.62,10172
01/26/2017 15,26.08,23.64,10138
01/26/2017 16,27.74,23.65,10164
01/26/2017 17,26.64,23.67,10257
01/26/2017 18,29.13,23.68,10609
01/26/2017 19,25.31,23.68,10629
01/26/2017 20,25.98,23.7,10513
01/26/2017 21,21.77,23.71,10384
01/26/2017 22,20.3,23.71,10151
01/26/2017 23,18.96,23.72,9743
01/26/2017 24,18.63,23.72,9462
01/27/2017 01,19.09,23.73,9223
01/27/2017 02,18.54,23.74,9115
01/27/2017 03,18.42,23.74,9038
01/27/2017 04,18.39,23.74,9020
01/27/2017 05,18.39,23.75,9042
01/27/2017 06,18.83,23.76,9255
01/27/2017 07,20.26,23.76,9684
01/27/2017 08,21.4,23.77,10163
01/27/2017 09,22.9,23.78,10278
01/27/2017 10,20.42,23.79,10258
01/27/2017 11,21.27,23.8,10228
01/27/2017 12,21.95,23.81,10234
01/27/2017 13,20.52,23.81,10176
01/27/2017 14,20.4,23.82,10132
01/27/2017 15,19.46,23.83,10076
01/27/2017 16,20.42,23.83,10108
01/27/2017 17,20.42,23.84,10213
01/27/2017 18,20.8,23.84,10526
01/27/2017 19,20.28,23.84,10462
01/27/2017 20,19.4,23.85,10291
01/27/2017 21,19.25,23.85,10161
01/27/2017 22,18.8,23.86,9934
01/27/2017 23,18.39,23.86,9650
01/27/2017 24,18.33,23.86,9359
01/28/2017 01,18.37,23.87,9115
01/28/2017 02,18.39,23.87,8981
01/28/2017 03,18.39,23.88,8886
01/28/2017 04,18.39,23.88,8893
01/28/2017 05,18.39,23.89,8890
01/28/2017 06,18.39,23.89,8987
01/28/2017 07,18.33,23.89,9159
01/28/2017 08,18.34,23.9,9401
01/28/2017 09,18.39,23.89,9539
01/28/2017 10,18.39,23.89,9592
01/28/2017 11,18.62,23.88,9737
01/28/2017 12,20.42,23.88,9753
01/28/2017 13,19.33,23.88,9673
01/28/2017 14,18.39,23.88,9648
01/28/2017 15,18.4,23.87,9660
01/28/2017 16,19.55,23.87,9724
01/28/2017 17,20.43,23.87,9841
01/28/2017 18,20.3,23.86,10098
01/28/2017 19,20.42,23.86,10105
01/28/2017 20,19.6,23.86,9972
01/28/2017 21,20.37,23.85,9836
01/28/2017 22,20.42,23.85,9710
01/28/2017 23,19.43,23.85,9487
01/28/2017 24,18.79,23.86,9243
01/29/2017 01,18.63,23.86,9023
01/29/2017 02,18.39,23.87,8862
01/29/2017 03,18.39,23.87,8777
01/29/2017 04,18.39,23.87,8735
01/29/2017 05,18.39,23.88,8759
01/29/2017 06,18.39,23.88,8785
01/29/2017 07,18.39,23.88,8915
01/29/2017 08,19.3,23.88,9140
01/29/2017 09,20.42,23.88,9331
01/29/2017 10,20.42,23.85,9440
01/29/2017 11,20.42,23.82,9497
01/29/2017 12,19.42,23.78,9505
01/29/2017 13,18.85,23.74,9537
01/29/2017 14,18.39,23.7,9530
01/29/2017 15,18.4,23.69,9588
01/29/2017 16,18.42,23.68,9623
01/29/2017 17,18.42,23.68,9743
01/29/2017 18,21.87,23.67,10151
01/29/2017 19,20.42,23.66,10229
01/29/2017 20,20.5,23.66,10157
01/29/2017 21,19.89,23.67,10067
01/29/2017 22,18.4,23.67,9840
01/29/2017 23,18.39,23.68,9493
01/29/2017 24,18.39,23.68,9160
01/30/2017 01,18.32,23.68,8928
01/30/2017 02,18.29,23.69,8795
01/30/2017 03,18.29,23.69,8718
01/30/2017 04,18.29,23.7,8733
01/30/2017 05,18.29,23.7,8819
01/30/2017 06,18.39,23.71,9056
01/30/2017 07,19.06,23.71,9516
01/30/2017 08,31.54,23.73,10058
01/30/2017 09,35.13,23.76,10233
01/30/2017 10,34.29,23.79,10211
01/30/2017 11,27.77,23.8,10279
01/30/2017 12,23.23,23.81,10246
01/30/2017 13,20.4,23.81,10226
01/30/2017 14,20.41,23.81,10249
01/30/2017 15,20.63,23.81,10283
01/30/2017 16,23.42,23.81,10352
01/30/2017 17,32.29,23.83,10488
01/30/2017 18,43.17,23.85,10784
01/30/2017 19,50.01,23.87,10735
01/30/2017 20,48.13,23.88,10550
01/30/2017 21,39.58,23.9,10408
01/30/2017 22,34.19,23.91,10154
01/30/2017 23,25.38,23.91,9770
01/30/2017 24,20.4,23.91,9450
01/31/2017 01,22.46,23.92,9221
01/31/2017 02,25.1,23.93,9160
01/31/2017 03,20.43,23.94,9088
01/31/2017 04,20.43,23.95,9143
01/31/2017 05,20.5,23.95,9214
01/31/2017 06,20.51,23.96,9360
01/31/2017 07,32.92,23.98,9796
01/31/2017 08,30.78,24.01,10337
01/31/2017 09,30.74,24.03,10475
01/31/2017 10,27.77,24.04,10476
01/31/2017 11,27.46,24.06,10509
01/31/2017 12,29.48,24.07,10510
01/31/2017 13,29.48,24.08,10494
01/31/2017 14,23.72,24.09,10494
01/31/2017 15,20.67,24.09,10475
01/31/2017 16,20.43,24.09,10501
01/31/2017 17,21.67,24.09,10652
01/31/2017 18,28.35,24.09,10948
01/31/2017 19,30.92,24.1,10959
01/31/2017 20,27.77,24.1,10812
01/31/2017 21,27.77,24.11,10679
01/31/2017 22,27.77,24.11,10440
01/31/2017 23,24.01,24.12,10080
01/31/2017 24,21,24.12,9685
02/01/2017 01,20.43,24.11,9365
02/01/2017 02,20.42,24.11,9241
02/01/2017 03,20.43,24.11,9227
02/01/2017 04,20.42,24.11,9206
02/01/2017 05,20.42,24.11,9273
02/01/2017 06,20.42,24.11,9474
02/01/2017 07,20.48,24.11,9919
02/01/2017 08,23.65,24.11,10460
02/01/2017 09,27.32,24.11,10602
02/01/2017 10,27.38,24.1,10603
02/01/2017 11,27.77,24.07,10642
02/01/2017 12,27.44,24.05,10590
02/01/2017 13,24.52,24.04,10497
02/01/2017 14,26.03,24.04,10492
02/01/2017 15,26.61,24.04,10475
02/01/2017 16,26.91,24.04,10491
02/01/2017 17,27.77,24.04,10577
02/01/2017 18,30.49,24.01,10841
02/01/2017 19,28.89,23.98,10895
02/01/2017 20,28.89,23.95,10803
02/01/2017 21,28.3,23.95,10701
02/01/2017 22,32.05,23.95,10507
02/01/2017 23,29.05,23.97,10156
02/01/2017 24,21.57,23.96,9781
02/02/2017 01,20.42,23.96,9512
02/02/2017 02,19.37,23.96,9389
02/02/2017 03,19.68,23.95,9320
02/02/2017 04,18.76,23.95,9299
02/02/2017 05,18.51,23.94,9382
02/02/2017 06,18.79,23.94,9570
02/02/2017 07,20.83,23.93,10004
02/02/2017 08,31.42,23.93,10570
02/02/2017 09,31.13,23.92,10673
02/02/2017 10,27.82,23.92,10636
02/02/2017 11,26.13,23.92,10644
02/02/2017 12,25.21,23.91,10599
02/02/2017 13,22.76,23.91,10514
02/02/2017 14,21.7,23.9,10469
02/02/2017 15,21.69,23.89,10412
02/02/2017 16,20.49,23.88,10368
02/02/2017 17,21.65,23.88,10513
02/02/2017 18,21.97,23.87,10788
02/02/2017 19,22.12,23.86,10851
02/02/2017 20,21.7,23.86,10788
02/02/2017 21,21.26,23.85,10674
02/02/2017 22,25.62,23.85,10433
02/02/2017 23,21.46,23.85,10048
02/02/2017 24,19.8,23.85,9771
02/03/2017 01,19.63,23.85,9607
02/03/2017 02,18.76,23.85,9482
02/03/2017 03,18.4,23.85,9354
02/03/2017 04,18.53,23.86,9327
02/03/2017 05,19.87,23.86,9401
02/03/2017 06,22.68,23.86,9591
02/03/2017 07,29.34,23.88,9998
02/03/2017 08,31.17,23.89,10557
02/03/2017 09,32.52,23.89,10674
02/03/2017 10,32.65,23.9,10693
02/03/2017 11,32.27,23.91,10685
02/03/2017 12,31.98,23.91,10651
02/03/2017 13,27.36,23.91,10598
02/03/2017 14,27.59,23.91,10587
02/03/2017 15,26.23,23.91,10570
02/03/2017 16,26.15,23.91,10596
02/03/2017 17,26.15,23.9,10650
02/03/2017 18,26.89,23.89,10787
02/03/2017 19,26.86,23.89,10768
02/03/2017 20,20.91,23.88,10682
02/03/2017 21,20.45,23.86,10563
02/03/2017 22,21.79,23.84,10386
02/03/2017 23,20.75,23.83,10091
02/03/2017 24,20.44,23.83,9792
02/04/2017 01,20.42,23.83,9540
02/04/2017 02,20.42,23.83,9440
02/04/2017 03,20.23,23.83,9382
02/04/2017 04,18.63,23.83,9349
02/04/2017 05,18.51,23.83,9360
02/04/2017 06,18.51,23.83,9420
02/04/2017 07,18.92,23.83,9547
02/04/2017 08,22.41,23.83,9797
02/04/2017 09,28.81,23.84,10023
02/04/2017 10,32.39,23.86,10204
02/04/2017 11,33.48,23.88,10294
02/04/2017 12,31.49,23.89,10312
02/04/2017 13,30.24,23.91,10312
02/04/2017 14,26.92,23.92,10278
02/04/2017 15,27.77,23.93,10248
02/04/2017 16,27.77,23.94,10279
